DEAL_NO,CLIENT_NO,APPLICATION_ID,ORIGINATION_DATE,LOAN_SEGMENT,LOAN_PRODUCT,APPROVED_AMOUNT_GEL,CLOSURE_REASON,CLOSURE_DATE
518676,908941,100018676,2024-03-31,RB,Auto Loan,668.47,Paid Off Early,2024-06-30
518677,902968,100018677,2024-03-31,SML,Working Capital,2288.19,Refinanced,2025-04-30
518678,903209,100018678,2024-03-31,SMM,Working Capital,28800.06,Matured,2025-04-30
518679,904355,100018679,2024-03-31,RB,Mortgage,352.94,Paid Off Early,2026-04-30
518680,903759,100018680,2024-03-31,SML,Trade Finance,3509.23,Matured,2025-10-31
518681,900555,100018681,2024-03-31,SMM,Corporate Term Loan,13373.92,,
518682,906484,100018682,2024-03-31,RB,Digital,1892.48,Paid Off Early,2024-04-30
518683,906635,100018683,2024-03-31,SML,Agro,2520.61,Refinanced,2024-11-30
518684,901690,100018684,2024-03-31,SMM,Trade Finance,38120.45,Matured,2026-02-28
518685,903444,100018685,2024-03-31,SML,Digital,1704.93,,
518686,900575,100018686,2024-03-31,SML,Developer,3574.4,,
518687,906150,100018687,2024-03-31,SMM,Corporate Term Loan,8859.26,Refinanced,2024-05-31
518688,901381,100018688,2024-03-31,RB,Digital,78.15,Matured,2025-08-31
518689,902887,100018689,2024-03-31,SML,Working Capital,4203.01,Matured,2026-02-28
518690,908812,100018690,2024-03-31,SMM,Working Capital,32912.21,Matured,2025-08-31
518691,907508,100018691,2024-03-31,RB,Mortgage,866.09,,
518692,906201,100018692,2024-03-31,SML,Trade Finance,2497.49,Matured,2025-08-31
518693,906011,100018693,2024-03-31,SMM,Trade Finance,41864.65,Matured,2025-07-31
518694,901603,100018694,2024-03-31,SML,Auto Loan,1858.37,Refinanced,2025-06-30
518695,900800,100018695,2024-03-31,SML,Trade Finance,3659.57,Matured,2025-12-31
518696,905784,100018696,2024-03-31,SMM,Agro,37454.7,Paid Off Early,2024-11-30
518697,904741,100018697,2024-03-31,RB,Auto Loan,1270.2,Paid Off Early,2025-02-28
518698,902145,100018698,2024-03-31,SML,Agro,3959.16,Matured,2025-12-31
518699,900885,100018699,2024-03-31,SMM,Trade Finance,22307.18,Matured,2025-07-31
518700,901135,100018700,2024-03-31,CB,Trade Finance,210012.52,Matured,2025-02-28
518701,901058,100018701,2024-03-31,RB,Consumer,617.73,Matured,2025-04-30
518702,908349,100018702,2024-03-31,SML,Trade Finance,3680.43,,
518703,906190,100018703,2024-03-31,SMM,Developer,11666.18,Refinanced,2024-08-31
518704,903025,100018704,2024-03-31,CB,Working Capital,188998.37,Paid Off Early,2025-02-28
518705,901253,100018705,2024-03-31,RB,Auto Loan,694.5,,
518706,908382,100018706,2024-03-31,SML,Agro,3416.59,,
518707,906943,100018707,2024-03-31,SMM,Agro,39715.01,Matured,2025-07-31
518708,903309,100018708,2024-03-31,CB,Developer,181296.83,,
518709,903464,100018709,2024-03-31,RB,Auto Loan,820.52,,
518710,900253,100018710,2024-03-31,SML,Trade Finance,4083.77,Refinanced,2024-07-31
518711,902355,100018711,2024-03-31,SMM,Working Capital,31937.36,Matured,2025-10-31
518712,908245,100018712,2024-03-31,CB,Corporate Term Loan,103601.74,Paid Off Early,2024-05-31
518713,905331,100018713,2024-03-31,RB,Digital,697.06,,
518714,907811,100018714,2024-03-31,SML,Trade Finance,2903.97,Matured,2025-09-30
518715,903529,100018715,2024-03-31,SMM,Trade Finance,5321.66,Matured,2026-02-28
518716,902028,100018716,2024-03-31,CB,Developer,114156.78,,
518717,907781,100018717,2024-03-31,RB,Consumer,928.08,,
518718,904124,100018718,2024-03-31,SML,Agro,4187.05,Refinanced,2025-08-31
518719,907039,100018719,2024-03-31,SMM,Agro,41687.95,Matured,2025-08-31
518720,908631,100018720,2024-03-31,CB,Working Capital,206182.32,Matured,2025-11-30
518721,907338,100018721,2024-03-31,RB,Mortgage,1622.58,,
518722,905812,100018722,2024-03-31,SML,Trade Finance,3893.18,Paid Off Early,2024-08-31
518723,905099,100018723,2024-03-31,SMM,Trade Finance,9160.76,Matured,2025-01-31
518724,903477,100018724,2024-03-31,CB,Developer,94188.07,Written Off,2026-04-30
518725,902522,100018725,2024-03-31,RB,Mortgage,1172.17,Paid Off Early,2025-04-30
518726,900692,100018726,2024-03-31,SML,Corporate Term Loan,2285.26,Refinanced,2025-10-31
518727,905184,100018727,2024-03-31,SMM,Corporate Term Loan,22884.08,Paid Off Early,2025-06-30
518728,903004,100018728,2024-03-31,CB,Working Capital,148592.19,Matured,2025-01-31
518729,904512,100018729,2024-03-31,RB,Consumer,595.2,,
518730,906446,100018730,2024-03-31,SML,Developer,4038.18,Refinanced,2025-10-31
518731,901110,100018731,2024-03-31,SMM,Developer,33656.66,,
518732,900580,100018732,2024-03-31,CB,Working Capital,175562.38,Matured,2026-03-31
518733,903774,100018733,2024-03-31,RB,Consumer,709.62,,
518734,905625,100018734,2024-03-31,SML,Working Capital,2747.15,Matured,2025-05-31
518735,904636,100018735,2024-03-31,SMM,Working Capital,39638.36,Paid Off Early,2025-08-31
518736,900563,100018736,2024-03-31,CB,Corporate Term Loan,175872.19,,
518737,904814,100018737,2024-03-31,RB,Mortgage,693.96,,
518738,908011,100018738,2024-03-31,SML,Working Capital,2834.24,Refinanced,2025-01-31
518739,901227,100018739,2024-03-31,SMM,Working Capital,25408.75,Matured,2025-09-30
518740,904686,100018740,2024-03-31,CB,Trade Finance,139577.51,Matured,2025-06-30
518741,907962,100018741,2024-03-31,RB,Digital,986.02,,
518742,907250,100018742,2024-03-31,SML,Trade Finance,3609.12,Matured,2025-02-28
518743,903871,100018743,2024-03-31,SMM,Agro,18795.16,Paid Off Early,2025-05-31
518744,907276,100018744,2024-03-31,CB,Working Capital,185572.68,Matured,2025-11-30
518745,901102,100018745,2024-03-31,RB,Mortgage,73.52,,
518746,903082,100018746,2024-03-31,SML,Corporate Term Loan,4585.58,,
518747,905575,100018747,2024-03-31,SMM,Trade Finance,10179.82,Matured,2025-04-30
518748,902259,100018748,2024-03-31,CB,Working Capital,95151.19,Refinanced,2025-06-30
518749,901752,100018749,2024-03-31,SML,Digital,1868.42,,
518750,902123,100018750,2024-03-31,SML,Agro,3787.55,Matured,2025-04-30
518751,901764,100018751,2024-03-31,SMM,Corporate Term Loan,30850.84,Refinanced,2024-12-31
518752,908899,100018752,2024-03-31,CB,Trade Finance,82628.51,Refinanced,2024-04-30
518753,904115,100018753,2024-03-31,RB,Consumer,1088.37,Paid Off Early,2025-03-31
518754,904955,100018754,2024-03-31,SML,Developer,2448.87,Paid Off Early,2026-05-31
518755,901167,100018755,2024-03-31,SMM,Corporate Term Loan,5563.56,,
518756,905810,100018756,2024-03-31,CB,Corporate Term Loan,225176.21,,
518757,903645,100018757,2024-03-31,RB,Consumer,1228.98,Matured,2026-04-30
518758,906326,100018758,2024-03-31,SML,Agro,2208.91,Matured,2025-06-30
518759,905906,100018759,2024-03-31,SMM,Working Capital,38635.58,Matured,2025-11-30
518760,902509,100018760,2024-03-31,CB,Corporate Term Loan,127457.61,,
518761,903635,100018761,2024-03-31,SML,Consumer,1617.98,Paid Off Early,2024-09-30
518762,903732,100018762,2024-03-31,SML,Working Capital,4004.04,Matured,2024-12-31
518763,900776,100018763,2024-03-31,SMM,Working Capital,23505.57,Matured,2025-11-30
518764,905976,100018764,2024-03-31,CB,Working Capital,72605.66,Paid Off Early,2025-06-30
518765,904469,100018765,2024-03-31,RB,Mortgage,1600.1,,
518766,902187,100018766,2024-03-31,SML,Developer,4504.01,Paid Off Early,2024-10-31
518767,900031,100018767,2024-03-31,SMM,Developer,13319.72,,
518768,901576,100018768,2024-03-31,CB,Developer,200186.78,,
518769,901977,100018769,2024-03-31,RB,Digital,1237.56,Matured,2026-06-30
518770,908705,100018770,2024-03-31,SML,Agro,2115.88,Refinanced,2025-07-31
518771,907961,100018771,2024-03-31,SMM,Developer,35096.49,,
518772,900583,100018772,2024-03-31,CB,Corporate Term Loan,76088.61,Paid Off Early,2026-04-30
518773,905663,100018773,2024-03-31,RB,Auto Loan,663.51,,
518774,906391,100018774,2024-03-31,SML,Agro,2962.02,Matured,2026-03-31
518775,902224,100018775,2024-03-31,SMM,Developer,19108.56,Paid Off Early,2026-03-31
518776,906780,100018776,2024-03-31,CB,Working Capital,148464.66,Matured,2025-11-30
518777,906351,100018777,2024-03-31,RB,Consumer,371.06,,
518778,900474,100018778,2024-03-31,SML,Working Capital,2588.7,Matured,2025-11-30
518779,906845,100018779,2024-03-31,SMM,Corporate Term Loan,43561.64,,
518780,903063,100018780,2024-03-31,CB,Trade Finance,87026.69,Matured,2025-11-30
518781,907199,100018781,2024-03-31,RB,Mortgage,1359.73,,
518782,904619,100018782,2024-03-31,SML,Trade Finance,4651.78,Matured,2024-11-30
518783,900122,100018783,2024-03-31,SMM,Corporate Term Loan,41768.88,Refinanced,2024-06-30
518784,901298,100018784,2024-03-31,CB,Working Capital,87123.87,Matured,2025-12-31
518785,902220,100018785,2024-03-31,RB,Digital,540.05,Paid Off Early,2025-03-31
518786,904135,100018786,2024-03-31,SML,Developer,4585.59,,
518787,908938,100018787,2024-03-31,SMM,Trade Finance,34746.93,Matured,2026-02-28
518788,901120,100018788,2024-03-31,CB,Working Capital,153734.5,Paid Off Early,2024-11-30
518789,907542,100018789,2024-03-31,RB,Consumer,1260.83,,
518790,904774,100018790,2024-03-31,SML,Trade Finance,4322.79,Matured,2025-06-30
518791,906154,100018791,2024-03-31,SMM,Developer,23228.55,Paid Off Early,2024-12-31
518792,902401,100018792,2024-03-31,CB,Developer,167017.92,,
518793,900763,100018793,2024-03-31,RB,Consumer,844.49,Matured,2025-04-30
518794,908418,100018794,2024-03-31,SML,Agro,4081.34,Refinanced,2025-04-30
518795,901832,100018795,2024-03-31,SMM,Developer,25083.21,,
518796,902750,100018796,2024-03-31,CB,Developer,175965.49,,
518797,904561,100018797,2024-03-31,RB,Consumer,624.5,Paid Off Early,2026-02-28
518798,901087,100018798,2024-03-31,SML,Developer,4441.35,,
518799,908888,100018799,2024-03-31,SMM,Agro,36090.71,Matured,2026-02-28
518800,904648,100018800,2024-03-31,CB,Developer,176519.11,,
518801,902400,100018801,2024-03-31,RB,Digital,1330.54,Matured,2026-01-31
518802,904935,100018802,2024-03-31,SML,Trade Finance,3846.39,Matured,2025-09-30
518803,906305,100018803,2024-03-31,SMM,Trade Finance,10962.07,Matured,2024-09-30
518804,902351,100018804,2024-03-31,CB,Developer,210988.9,Refinanced,2025-12-31
518805,905312,100018805,2024-03-31,RB,Mortgage,1037.16,,
518806,901675,100018806,2024-03-31,SML,Agro,2274.88,Matured,2026-01-31
518807,907236,100018807,2024-03-31,SMM,Trade Finance,27983.13,Matured,2025-09-30
518808,906050,100018808,2024-03-31,CB,Working Capital,206125.79,Matured,2025-08-31
518809,906071,100018809,2024-03-31,RB,Auto Loan,1876.41,,
518810,906680,100018810,2024-03-31,SML,Working Capital,4262.5,Matured,2025-01-31
518811,900090,100018811,2024-03-31,SMM,Agro,22006.2,Paid Off Early,2024-05-31
518812,908917,100018812,2024-03-31,CB,Trade Finance,98595.77,Refinanced,2024-05-31
518813,906952,100018813,2024-03-31,RB,Digital,231.38,Paid Off Early,2024-11-30
518814,905993,100018814,2024-03-31,SML,Agro,4044.79,Matured,2026-06-30
518815,901210,100018815,2024-03-31,SMM,Trade Finance,20733.06,Matured,2025-03-31
518816,902355,100018816,2024-03-31,CB,Developer,61632.25,,
518817,908119,100018817,2024-03-31,RB,Digital,1010.55,Written Off,2026-06-30
518818,908041,100018818,2024-03-31,SML,Agro,2672.83,Matured,2025-10-31
518819,906756,100018819,2024-03-31,SMM,Corporate Term Loan,36767.35,Paid Off Early,2025-11-30
518820,902472,100018820,2024-03-31,CB,Developer,90049.83,,
518821,902756,100018821,2024-03-31,RB,Digital,586.12,Paid Off Early,2026-02-28
518822,903559,100018822,2024-03-31,SML,Trade Finance,4144.02,Matured,2025-09-30
518823,907078,100018823,2024-03-31,SMM,Trade Finance,11873.29,Matured,2025-07-31
518824,907253,100018824,2024-03-31,CB,Corporate Term Loan,126179.18,,
518825,903182,100018825,2024-03-31,RB,Digital,1150.57,Matured,2026-01-31
518826,902590,100018826,2024-03-31,SML,Corporate Term Loan,4119.01,Paid Off Early,2026-06-30
518827,908471,100018827,2024-03-31,SMM,Working Capital,27171.31,Matured,2025-09-30
518828,900639,100018828,2024-03-31,CB,Working Capital,76920.35,Matured,2025-05-31
518829,902773,100018829,2024-03-31,RB,Mortgage,633.43,,
518830,906366,100018830,2024-03-31,SML,Developer,3400.45,Refinanced,2026-03-31
518831,903646,100018831,2024-03-31,SMM,Corporate Term Loan,25084.26,Refinanced,2024-09-30
518832,901014,100018832,2024-03-31,CB,Working Capital,205624.42,Paid Off Early,2024-04-30
518833,905631,100018833,2024-03-31,RB,Auto Loan,119.35,,
518834,902906,100018834,2024-03-31,SML,Working Capital,3502.48,Matured,2024-10-31
518835,903349,100018835,2024-03-31,SMM,Developer,34226.63,Paid Off Early,2025-09-30
518836,907668,100018836,2024-03-31,CB,Developer,60711.36,Paid Off Early,2026-05-31
518837,904104,100018837,2024-03-31,RB,Mortgage,174.72,,
518838,901163,100018838,2024-03-31,SML,Working Capital,3132.62,Matured,2025-03-31
518839,907817,100018839,2024-03-31,SMM,Agro,20544.78,Paid Off Early,2025-03-31
518840,900956,100018840,2024-03-31,CB,Corporate Term Loan,137914.79,Paid Off Early,2025-06-30
518841,907812,100018841,2024-03-31,RB,Mortgage,127.82,,
518842,908184,100018842,2024-03-31,SML,Trade Finance,2336.55,Matured,2026-03-31
518843,902688,100018843,2024-03-31,SMM,Trade Finance,19245.05,Matured,2025-03-31
518844,903546,100018844,2024-03-31,CB,Working Capital,67061.76,Refinanced,2024-06-30
518845,900744,100018845,2024-03-31,RB,Digital,243.37,,
518846,903123,100018846,2024-03-31,SML,Trade Finance,3388.99,Refinanced,2024-08-31
518847,908139,100018847,2024-03-31,SMM,Corporate Term Loan,12736.51,,
518848,908820,100018848,2024-03-31,CB,Corporate Term Loan,112957.6,,
518849,900378,100018849,2024-03-31,RB,Auto Loan,412.23,,
518850,907665,100018850,2024-03-31,SML,Corporate Term Loan,2620.98,,
518851,907121,100018851,2024-03-31,SMM,Corporate Term Loan,24028.78,,
518852,905903,100018852,2024-03-31,CB,Developer,129514.37,Refinanced,2025-09-30
518853,902890,100018853,2024-03-31,RB,Digital,1371.64,Paid Off Early,2025-02-28
518854,903825,100018854,2024-03-31,SML,Corporate Term Loan,2512.1,Paid Off Early,2026-04-30
518855,905679,100018855,2024-03-31,SMM,Developer,16558.34,,
518856,907994,100018856,2024-03-31,CB,Developer,221785.86,,
518857,901222,100018857,2024-03-31,RB,Mortgage,605.7,,
518858,900252,100018858,2024-03-31,SML,Working Capital,3478.74,Matured,2025-12-31
518859,903388,100018859,2024-03-31,SMM,Agro,31259.57,Refinanced,2024-11-30
518860,900976,100018860,2024-03-31,CB,Working Capital,201814.19,Paid Off Early,2024-10-31
518861,900420,100018861,2024-03-31,RB,Auto Loan,1333.92,,
518862,901326,100018862,2024-03-31,SML,Corporate Term Loan,3067.11,,
518863,900811,100018863,2024-03-31,SMM,Agro,12046.47,Matured,2026-07-31
518864,900921,100018864,2024-03-31,CB,Developer,90352.95,Paid Off Early,2025-07-31
518865,902678,100018865,2024-03-31,CB,Developer,148213.15,Paid Off Early,2025-04-30
518866,908111,100018866,2024-03-31,CB,Developer,114248.61,,
518867,903231,100018867,2024-03-31,SMM,Agro,26521.56,Matured,2025-12-31
518868,905261,100018868,2024-03-31,CB,Trade Finance,201129.7,Matured,2025-02-28
518869,906784,100018869,2024-03-31,CB,Corporate Term Loan,229136.14,Matured,2026-07-31
518870,905832,100018870,2024-04-30,SMM,Trade Finance,37097.96,Paid Off Early,2024-07-31
518871,903143,100018871,2024-04-30,SML,Trade Finance,2372.86,Paid Off Early,2025-09-30
518872,908928,100018872,2024-04-30,SML,Developer,2575.82,,
518873,902952,100018873,2024-04-30,SMM,Corporate Term Loan,32377.01,Paid Off Early,2024-10-31
518874,900968,100018874,2024-04-30,SML,Working Capital,4681.79,Paid Off Early,2024-07-31
518875,900588,100018875,2024-04-30,SML,Trade Finance,4651.2,Refinanced,2025-04-30
518876,901796,100018876,2024-04-30,SML,Corporate Term Loan,3676.99,Refinanced,2026-03-31
518877,908848,100018877,2024-04-30,SMM,Developer,17345.63,Paid Off Early,2024-07-31
518878,904763,100018878,2024-04-30,CB,Developer,197746.36,,
518879,902919,100018879,2024-04-30,SML,Working Capital,3791.39,Matured,2025-05-31
518880,906297,100018880,2024-04-30,SML,Agro,2362.06,Paid Off Early,2025-03-31
518881,905595,100018881,2024-04-30,SMM,Developer,12620.29,Paid Off Early,2026-06-30
518882,906549,100018882,2024-04-30,SMM,Working Capital,28205.79,Paid Off Early,2024-11-30
518883,905275,100018883,2024-04-30,SML,Agro,4265.98,Paid Off Early,2024-10-31
518884,908201,100018884,2024-04-30,CB,Trade Finance,62430.7,Matured,2025-05-31
518885,900190,100018885,2024-04-30,SML,Working Capital,4250.13,Matured,2025-09-30
518886,908027,100018886,2024-04-30,SML,Agro,4472.39,,
518887,902340,100018887,2024-04-30,SMM,Trade Finance,18647.29,Matured,2025-11-30
518888,905967,100018888,2024-04-30,SMM,Trade Finance,39678.54,Refinanced,2025-07-31
518889,907775,100018889,2024-04-30,SML,Agro,3086.63,Matured,2025-09-30
518890,902192,100018890,2024-04-30,SML,Corporate Term Loan,2943.25,,
518891,908721,100018891,2024-04-30,SML,Developer,2949.09,,
518892,904891,100018892,2024-04-30,SMM,Working Capital,34405.09,Paid Off Early,2024-05-31
518893,901971,100018893,2024-04-30,SML,Trade Finance,3439.57,Matured,2024-10-31
518894,901867,100018894,2024-04-30,SMM,Corporate Term Loan,30168.26,,
518895,907148,100018895,2024-04-30,SML,Developer,4238.2,Paid Off Early,2024-08-31
518896,901124,100018896,2024-04-30,SML,Trade Finance,2291.48,Refinanced,2025-07-31
518897,901809,100018897,2024-04-30,CB,Working Capital,78155.96,Matured,2024-11-30
518898,907565,100018898,2024-04-30,SML,Working Capital,2772.57,Refinanced,2024-07-31
518899,900580,100018899,2024-04-30,SML,Working Capital,4486.21,Refinanced,2024-09-30
518900,905794,100018900,2024-04-30,SML,Trade Finance,4471.52,Matured,2025-03-31
518901,907807,100018901,2024-04-30,SML,Developer,3557.77,Refinanced,2025-04-30
518902,904181,100018902,2024-04-30,SMM,Working Capital,32344.38,,
518903,907685,100018903,2024-04-30,SML,Agro,3373.82,,
518904,902481,100018904,2024-04-30,SML,Corporate Term Loan,3007.45,Paid Off Early,2025-09-30
518905,902333,100018905,2024-04-30,SMM,Corporate Term Loan,31806.19,Refinanced,2024-06-30
518906,906006,100018906,2024-04-30,SMM,Corporate Term Loan,7464.71,,
518907,903991,100018907,2024-04-30,SML,Agro,3512.08,Matured,2025-05-31
518908,901459,100018908,2024-04-30,CB,Corporate Term Loan,208079.29,Paid Off Early,2026-04-30
518909,906942,100018909,2024-04-30,CB,Developer,57758.96,Refinanced,2025-10-31
518910,908717,100018910,2024-04-30,CB,Trade Finance,199787.26,Paid Off Early,2024-08-31
518911,905785,100018911,2024-04-30,CB,Corporate Term Loan,117365.33,Matured,2026-05-31
518912,906902,100018912,2024-04-30,CB,Developer,58802.04,,
518913,906748,100018913,2024-04-30,SMM,Agro,40491.33,,
518914,905159,100018914,2024-04-30,CB,Developer,158798.71,Written Off,2026-05-31
518915,905729,100018915,2024-04-30,CB,Working Capital,57942.72,Matured,2025-12-31
518916,901438,100018916,2024-04-30,SMM,Trade Finance,27394.52,Matured,2026-01-31
518917,901740,100018917,2024-04-30,SML,Agro,3778.09,Paid Off Early,2025-05-31
518918,903231,100018918,2024-04-30,SMM,Agro,6262.14,Matured,2026-03-31
518919,904765,100018919,2024-04-30,CB,Corporate Term Loan,240124.36,,
518920,901821,100018920,2024-04-30,SML,Working Capital,3292.49,Matured,2026-02-28
518921,901893,100018921,2024-04-30,SMM,Corporate Term Loan,13110.54,Refinanced,2024-10-31
518922,900528,100018922,2024-04-30,CB,Corporate Term Loan,129456.33,Refinanced,2026-04-30
518923,901306,100018923,2024-04-30,CB,Working Capital,107447.91,Refinanced,2025-04-30
518924,908300,100018924,2024-04-30,SMM,Developer,30623.43,,
518925,902672,100018925,2024-04-30,CB,Developer,129003.93,Paid Off Early,2025-04-30
518926,906630,100018926,2024-04-30,CB,Working Capital,109349.16,Refinanced,2026-01-31
518927,907871,100018927,2024-04-30,SMM,Working Capital,36396.2,Matured,2025-11-30
518928,901515,100018928,2024-04-30,CB,Developer,199459.88,Refinanced,2025-08-31
518929,908511,100018929,2024-04-30,SMM,Working Capital,40867.96,Matured,2025-08-31
518930,907728,100018930,2024-04-30,SMM,Corporate Term Loan,31614.4,Paid Off Early,2025-12-31
518931,902050,100018931,2024-04-30,SMM,Trade Finance,10330.01,Matured,2025-04-30
518932,905067,100018932,2024-04-30,SMM,Working Capital,27622.24,Matured,2025-01-31
